identifiant,L'Express,Télérama,Brazil,Les Fiches du Cinéma,Les Inrockuptibles,Le Figaroscope,Cahiers du Cinéma,Le Point,Bande à part,Le Monde,20 Minutes,Télé Z,Ciné Live,So Film,La Septième Obsession,Le Quotidien de Paris,Chicago Sun-Times,Elle,BIBA,Télé Loisirs,Les Echos,Le Journal du Geek,Sud Ouest,Marianne,GQ,Metro,Le Figaro,Marie Claire,La Voix du Nord,Franceinfo Culture,Time Out Paris,France Soir,Obejctif-Cinema.com,La Tribune,Femme Actuelle,L'Obs,Gala,Télé Câble Sat,Ouest France,Abus de Ciné,L'Aurore,Positif,Impact,Konbini,TéléCinéObs,Mad Movies,Chronic'art.com,Critikat.com,Paris Match,La Croix,TF1 News,Télé 7 Jours,Rolling Stone,IGN France,Télé 2 semaines,Dvdrama,Le Parisien,Aden,L'Humanité,Courrier International,Closer,CinemaTeaser,Le Dauphiné Libéré,Filmsactu,Excessif,Charlie Hebdo,Ecran Large,Le Journal du Dimanche,VSD,Fantastikindia,Public,Première,LCI,Transfuge,Téléstar,CNews,Libération,Slate,Voici,Studio Magazine,Studio Ciné Live,Dernières Nouvelles d'Alsace,Le Soir,L'Ecran Fantastique,Culturopoing.com,aVoir-aLire.com
259949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243823,,Très mauvais,,Pas mal,,,,,,Pas terrible,,,,,,,,,,,,,,,,,Pas mal,,,,,,,,,Très bien,,,,,,Très bien,,,,,,Très bien,,,,,,,,,,,,,,,,,,,,Très bien,,,,Pas mal,,,,Très bien,Pas terrible,,,,,,,,,
257503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255507,,Pas mal,,Pas mal,,,Pas terrible,,,Pas terrible,,,,,,,,,,,,,,,,,,,Très bien,,,,,,,Pas mal,,,Très bien,,,Très mauvais,,,,,,Pas mal,,,,,,,,,,,,,,,,,,,,Pas mal,,,,Pas mal,,,,,Pas terrible,,,,,,,,,Très bien
253082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257771,,Très bien,,Très bien,,,Pas terrible,,,Pas mal,,,,,,,,,,,,,,,,,Très bien,,,,,,,,,Pas mal,,,,,,Très bien,,,,,,Très bien,,Très bien,,,,,,,,,Pas terrible,,,,Très bien,,,,,Très bien,,,,Très bien,,,,,,,,Très bien,,,,,,
257375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247279,,Très bien,,Pas mal,Très mauvais,,Très mauvais,,,,Très bien,,,,,,,,,,,,,,,,Très mauvais,,,,,,,,,Pas mal,,,,,,Très bien,,,,,,Pas terrible,,,,,Très bien,,,,Pas mal,,,,,Pas mal,Pas terrible,,,,,Pas terrible,,,,Pas mal,,,,,,,,,,,,,,
255694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263259,Pas mal,Pas terrible,,,,,,,,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,Pas mal,,,Très bien,,,Pas mal,,,,,,,,,,,,,,,Pas mal,,,,,Pas mal,,,,,,,,,,Pas terrible,,,,,,,,,,,,,,
253407,,Très bien,,Pas mal,Très bien,,,,,Très bien,,,,,Pas mal,,,,,,,,,,,,Pas mal,,,Très bien,,,,,,Très bien,,,,,,Pas mal,,,,,,Pas terrible,Très bien,Pas mal,,,,,,,,,Très bien,,,,,,,,,Pas mal,,,,Très bien,,Pas mal,,Très bien,Très bien,,,,,,,,,Très bien
258285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259485,,Très mauvais,,Très bien,Pas mal,,,,,Pas mal,,,,,Pas mal,,,,,,,,,,,,Pas mal,,,,,,,,,Pas mal,,,,,,Très bien,,,,,,,,Pas terrible,,,,,,,,,Très bien,,,,,,,,,Pas terrible,,,,Très mauvais,,,,Très bien,,,,,,,,,,Très bien
258369,Pas terrible,Très bien,,Pas mal,,,,,,Pas mal,,,,,,,,,,,,,,,,,Très bien,,,Pas mal,,,,,,Pas mal,,,,,,Très bien,,,,,,Pas terrible,,,,,,,,,,,,,,,,,,,,Pas terrible,,,,Pas mal,,,,,,,,Très bien,,,,,Pas mal,Très bien
261378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246014,,Très bien,,Très bien,,,,,,Pas terrible,,,,,Pas mal,,,,,,,,,,,,Très bien,,,Pas mal,,,,,,Très bien,,,,,,Pas terrible,,,,,,Pas mal,,Pas mal,,,,,,,,,,,,,Très bien,,,,,Très bien,,,,Pas mal,,Très bien,,,,,,,Pas mal,,,,,
257747,,Pas mal,,Pas mal,,,Pas mal,,,Pas terrible,,,,,,,,,,,,,,,,,Pas mal,,,,,,,,,,,,,,,Très bien,,,,,,,,Pas terrible,,,,,,,,,Très bien,,,,,,,,,,,,,,,,,,Très bien,,,,,,,,,Pas terrible
258512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255696,,Pas mal,,Pas mal,,,,,Très bien,Pas mal,,,,,Pas mal,,,,,,,,,,,,,,Pas mal,,,,,,,Pas mal,,,,,,Très bien,,,,,,Pas terrible,,Très bien,,,,,,,,,Très bien,,,,,,,,,Pas terrible,,,,Pas mal,,,,,Pas mal,,,,Très bien,,,,Très bien,Très bien
262289,,Pas mal,,Très bien,Pas mal,,,,,Pas mal,,,,,Pas mal,,,,,,,,,,,,Pas mal,,,,,,,,,Pas mal,,,,,,Très bien,,,,,,Pas mal,,,,,Très bien,,,,,,Très bien,,,,,,,,,Très bien,,,,Très mauvais,,,,,,,,,,,,,,
253971,Très bien,Pas mal,,Très bien,Pas mal,,,,,Pas terrible,,,,,,,,,,,,,,,,,Pas mal,,,,,,,,Très bien,Pas mal,,,,,,Très bien,,,,,,Pas terrible,,Très bien,,,,,,,,,Très bien,,,,,,,,,Pas terrible,,,,Très bien,,Très bien,,,Très bien,,,,,,,,,Pas mal
255684,,Très bien,,Très bien,Pas mal,,Pas mal,,,Pas terrible,,,,,,,,,,,,,,,,,Très bien,,,,,,,,,Pas mal,,,,,,Pas mal,,,,,,,,Pas mal,,,,,,,,,,,,,Très bien,,,,Très bien,Très bien,,,,,,Très bien,,,Pas terrible,,,,Pas terrible,,,,,
261630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258219,,,,Pas mal,,,,,,Pas terrible,,,,,,,,,,,,,,,,,Très bien,,Très bien,,,,,,,Pas mal,,,Très bien,,,Très bien,,,,,,,,Pas mal,,,,,,,,,,,,,Très bien,,,,,,,,,Pas mal,,Chef-d'oeuvre,,,,,,,,,,,,Pas mal
252481,,Très bien,,Très bien,Pas mal,,Très bien,,,Très bien,,,,,Très bien,,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,,Pas terrible,,,,,,,,,,,,,,,,,Pas mal,,,,,,,,,,,,,Pas terrible,,,,,Chef-d'oeuvre,,,,,,,,,
274517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246571,,Très bien,,Très bien,,,,,Pas mal,Pas terrible,,,,,,,,Très bien,,,,,Très bien,,,,Très mauvais,,,Pas mal,,,,,,Très bien,,,,,,Très bien,,,,,,Pas mal,,,,,,,,,Pas mal,,Très bien,,,,Très bien,,,,,Pas mal,,,,Très mauvais,,,,,,,,,,,,,,Très bien
255686,,Très bien,,Très bien,Pas mal,,Pas terrible,,,Pas mal,,,,,,,,,,,,,,,,,Pas mal,,,,,,,,,Pas mal,,,,,,Très bien,,,,,,,,,,,,,,,Pas mal,,Pas mal,,,,,,,,,Pas terrible,,,,Pas mal,,Chef-d'oeuvre,,,Pas terrible,,,,,,,,,
257881,Très bien,Très bien,,Très bien,Pas mal,,,Chef-d'oeuvre,Chef-d'oeuvre,Pas terrible,,,,,,,,,Chef-d'oeuvre,Chef-d'oeuvre,,,Très bien,Chef-d'oeuvre,,,Très bien,Chef-d'oeuvre,Très bien,Très bien,,,,,Chef-d'oeuvre,Très bien,,,Très bien,,,Chef-d'oeuvre,,,,,,,,Très bien,,,,,,,Chef-d'oeuvre,,,,,,,,,,,Chef-d'oeuvre,,,Très bien,Très bien,,,,Chef-d'oeuvre,Pas mal,,Chef-d'oeuvre,,,Chef-d'oeuvre,,,,Chef-d'oeuvre
138473,,Très mauvais,,Très mauvais,Très mauvais,,,Très mauvais,Très mauvais,,,,,,,,,,,,,Pas terrible,Pas terrible,,,,Très mauvais,,,,,,,,,,,,,,,,,,,Très mauvais,,,,,,,,Pas mal,,,Très bien,,,,Très bien,,Pas mal,,,,Très mauvais,Pas mal,,,,Très mauvais,,,,Pas terrible,Très mauvais,,,,,Très mauvais,,Pas mal,,Très mauvais
254109,Pas mal,Pas mal,,,Très mauvais,,,,,Pas terrible,Très bien,,,,,,,,,,,,,,,,Très bien,,,,,,,,,Pas terrible,,,,,,,,,,Pas terrible,,Pas terrible,,,,,,,,,Très bien,,Pas mal,,,,,,,,Très bien,Pas mal,Très bien,,,Très bien,,,,,Pas mal,,Pas mal,,,,,Pas mal,,Pas mal
250824,Pas mal,Très bien,,Très bien,Pas mal,,Pas terrible,,Chef-d'oeuvre,Très bien,,,,,,,,,Très bien,Très bien,,,,,,,Très bien,Chef-d'oeuvre,Très bien,Très bien,,,,,Très bien,Pas mal,,,Très bien,,,Pas mal,,,,,,Très bien,,Très bien,,,,,Très bien,,Très bien,,,,,,,,,,,Très bien,,,,Très bien,,Très bien,,Très bien,Pas terrible,,Très bien,Chef-d'oeuvre,,,,,Chef-d'oeuvre,Très bien
264814,Très mauvais,Pas mal,,Pas mal,,,,,,Pas terrible,Très bien,,,,,,,,,Pas mal,,,Très mauvais,,,,Très mauvais,,Pas terrible,,,,,,Très bien,Très mauvais,,,Très bien,,,,,,,,,,,Pas terrible,,Pas terrible,,,,,Très bien,,,,Pas mal,,,,,,,Très mauvais,,,,Pas terrible,,,,Pas mal,Très bien,,,,,Très bien,,,,Pas mal
257514,Pas mal,Pas mal,,Pas mal,,,,Pas mal,,Très mauvais,Très bien,,,,,,,,,Pas mal,,Très bien,,,,,Pas mal,,Pas mal,,,,,,,Pas terrible,,,Pas terrible,,,,,,,Pas terrible,,,,,,Pas terrible,,Pas mal,,,Très bien,,,,Très bien,,Pas terrible,,,,Pas mal,Très mauvais,,,Très bien,Pas terrible,Très bien,,,Pas mal,,,,,,,,Pas mal,,Pas mal
235582,Chef-d'oeuvre,Très bien,,Très bien,Pas mal,,Pas terrible,Chef-d'oeuvre,Très bien,Pas mal,Très bien,,,,,,,Chef-d'oeuvre,Chef-d'oeuvre,Très bien,,,Très bien,,Chef-d'oeuvre,,Très bien,Très bien,Chef-d'oeuvre,Très bien,,,,,Chef-d'oeuvre,Très bien,,,Chef-d'oeuvre,,,Très bien,,,,,,,Très bien,Pas mal,,Chef-d'oeuvre,,,,,Chef-d'oeuvre,,,,Chef-d'oeuvre,Pas mal,Très bien,,,,Pas mal,Très bien,,,Très bien,Très bien,Très bien,Pas terrible,,,Très bien,,Très bien,Chef-d'oeuvre,,Très bien,,,,Très bien
229831,Très bien,Très bien,,Chef-d'oeuvre,Très bien,,Très mauvais,Chef-d'oeuvre,Très bien,Très bien,,,,,,,,,,Chef-d'oeuvre,,,Pas terrible,,,,Très bien,,,Chef-d'oeuvre,,,,,,Pas mal,,,,,,Très bien,,,,Très mauvais,,Chef-d'oeuvre,,Très bien,,Très bien,Très bien,Très bien,,,Chef-d'oeuvre,,Pas terrible,,Très bien,Chef-d'oeuvre,,,,,Très bien,Chef-d'oeuvre,,,,Chef-d'oeuvre,Très bien,,,Très bien,Chef-d'oeuvre,,,,,,,,,Chef-d'oeuvre
261787,Pas mal,Très mauvais,,Pas mal,Très mauvais,,Très mauvais,Pas mal,Très mauvais,Pas terrible,Très bien,,,,,,,,,Très bien,,,Pas terrible,Très mauvais,,,Très bien,Pas mal,Très bien,,,,,,Très bien,Pas terrible,,,Très bien,,,Pas mal,,,,,,,,Pas mal,,,,,,,Très bien,,,,Très bien,,Très bien,,,,Très mauvais,Pas mal,,,Très bien,Très bien,Pas terrible,,,,Pas terrible,,Pas terrible,,,Pas terrible,,,,Très mauvais
254612,Chef-d'oeuvre,Pas mal,,Très bien,Pas mal,,Pas terrible,Chef-d'oeuvre,,Pas mal,Très bien,,,,,,,,,Pas mal,,Très bien,,,,,Très bien,,Très bien,,,,,,Très bien,Pas mal,,,Très bien,,,Très bien,,,,Très bien,,Pas mal,Pas mal,,,,Très bien,Très bien,,,,,,,Très bien,Chef-d'oeuvre,,,,,Très bien,,,,,Pas mal,,,,Très bien,Pas terrible,,Chef-d'oeuvre,,,,,,Très bien,Très bien
268136,Pas mal,Très bien,,Très bien,,,,,Très bien,Pas terrible,Très bien,,,,,,,Très bien,Chef-d'oeuvre,Très bien,,,Très bien,,,,Pas mal,Très bien,Très bien,Pas mal,,,,,Très bien,Pas mal,,,Très bien,,,Très bien,,,,,,,,Pas mal,,Très bien,Très bien,,,,Pas mal,,Très bien,,Très bien,,Très bien,,,,Très bien,Pas mal,,,,Pas mal,,,,Très bien,Pas mal,,Très bien,,,Très bien,,,,Très bien
262725,Très bien,Très bien,,Pas terrible,Pas terrible,,,Très bien,Pas mal,Pas terrible,Très bien,,,,,,,,Chef-d'oeuvre,Pas mal,,,Pas mal,Très bien,,,Pas mal,,Très bien,Pas mal,,,,,Très bien,Pas mal,,,Très bien,,,Très bien,,,,,,,Très bien,Pas mal,,Pas mal,,,,,Très bien,,,,Très bien,,Très bien,,,,,Très bien,,,Très bien,Pas terrible,,,,Chef-d'oeuvre,,,Très bien,,,Très bien,,,,Très bien
261860,,Très bien,,Pas terrible,Pas mal,,,,,Pas mal,Très bien,,,,,,,,,Pas mal,,,,,,,Pas terrible,,,,,,,,,Pas terrible,,,Chef-d'oeuvre,,,,,,,Chef-d'oeuvre,,Pas terrible,Très bien,,,,,,,,Pas mal,,,,,Très bien,,,,,Très bien,Très bien,,,,Chef-d'oeuvre,,,,,,,,,,,,,Chef-d'oeuvre,Chef-d'oeuvre
256559,Pas mal,Pas mal,,Pas mal,Très mauvais,,,,,Pas terrible,Très bien,,,,,,,,,Pas mal,,,,,,,,,Très bien,Très bien,,,,,Très bien,Très mauvais,,,Pas terrible,,,,,,,,,,,Pas mal,,,,,,,Très bien,,,,Très bien,,Très bien,,,,,Pas terrible,,,,Très bien,,,,Chef-d'oeuvre,,,Très bien,,,Chef-d'oeuvre,,,,Très bien
256661,Chef-d'oeuvre,Chef-d'oeuvre,,Très bien,Très bien,,Très bien,Très bien,,Pas mal,,,,,Très mauvais,,,,Chef-d'oeuvre,,,,Très bien,,,,Très bien,,Très bien,,,,,,,Très bien,,,Chef-d'oeuvre,,,Très bien,,,,,,,Très bien,Pas mal,,,,,,,Pas mal,,Pas mal,,Chef-d'oeuvre,,Très bien,,,,Pas mal,Très bien,,,,Très bien,,,,Chef-d'oeuvre,Chef-d'oeuvre,,Chef-d'oeuvre,,,Très bien,,,Très bien,
261591,Pas mal,,,Pas terrible,,,Très mauvais,,,,Très bien,,,,,,,,,Très bien,,,,,,,Très mauvais,,Pas mal,,,,,,Très bien,Pas terrible,,,Chef-d'oeuvre,,,Pas mal,,,,,,,,Pas mal,,Pas mal,,,,,Très bien,,,,Très bien,,,,,,,Pas mal,,,,Pas mal,Très bien,,,,,,Pas mal,,,Pas mal,,,,
256702,Très bien,Très bien,,Pas terrible,Très mauvais,,,Très bien,Pas mal,Pas mal,,,,,,,,,Chef-d'oeuvre,Très bien,,,,,,,Très bien,Très bien,Très bien,Très bien,,,,,Chef-d'oeuvre,Pas terrible,,,Chef-d'oeuvre,,,Très bien,,,,,,Pas terrible,,Très bien,,Très bien,,,,,Chef-d'oeuvre,,,,Très bien,,,,,,Très bien,Chef-d'oeuvre,,,Chef-d'oeuvre,Très bien,Très bien,,,Très bien,Pas terrible,,Chef-d'oeuvre,,,Très bien,,,,Très bien
251090,Chef-d'oeuvre,Très mauvais,,Pas terrible,Très mauvais,,Très mauvais,,Chef-d'oeuvre,Pas mal,Très bien,,,,,,,Très bien,Très bien,,,,Pas terrible,,,,Très mauvais,Très bien,,Très bien,,,,,Très bien,,,,Très bien,,,Pas terrible,,,,,,Très mauvais,Pas mal,Chef-d'oeuvre,,,,,,,Très bien,,,,,,,,,,Pas mal,Très bien,,,,Pas terrible,,,,Très bien,Pas terrible,,Pas terrible,,,,,,,Pas terrible
238622,Pas terrible,Pas mal,,Pas mal,Très mauvais,,Très bien,Pas terrible,Pas terrible,Pas terrible,Très bien,,,,Très bien,,,,,Pas mal,,,Pas mal,,,,Très mauvais,,Pas mal,,,,,,Très bien,Pas mal,,,Chef-d'oeuvre,,,Très bien,,,,Pas terrible,,Pas terrible,,,,,Très bien,Très bien,,,Très bien,,,,,Très bien,,,,,Très bien,Très bien,,,,Très bien,,,,,Pas mal,,,,,Très mauvais,,Pas mal,,Pas mal
252313,,,,Pas terrible,,,,,,,,,,,,,,,Pas mal,,,,,,,,,,,,,,,,,,,,Très bien,,,,,,,,,Pas terrible,,,,,,,,,,,,,,,,,,,Pas mal,Très mauvais,,,Très bien,Pas mal,,,,Pas mal,,,Pas mal,,,,,,,Pas mal
266584,Très bien,Très bien,,Très bien,Très mauvais,,,,,Pas terrible,,,,,,,,Très bien,Très bien,,,,Pas mal,,,,Très mauvais,,,,,,,,,Très bien,,,,,,Très bien,,,,,,,,Pas mal,,,,,,,Pas terrible,,,,,,,,,,,Pas mal,,,,Pas terrible,,,,,,,,,,,,,,Très bien
229857,Très bien,Pas mal,,Très mauvais,Très mauvais,,,,,Pas terrible,,,,,,,,,,Pas terrible,,,,,,,Très bien,,,Pas terrible,,,,,,Pas terrible,,,Très mauvais,,,,,,,Pas mal,,Pas terrible,,,,,Pas mal,Pas mal,,,Très bien,,Pas terrible,,,,,Pas mal,,,,Pas terrible,,,,Pas terrible,,,,,Pas mal,,Pas mal,,,,,Pas mal,,Pas terrible
246378,Pas mal,Très bien,,Pas mal,Pas mal,,,,,Très bien,Très bien,,,,,,,Très bien,,Chef-d'oeuvre,,,Pas mal,Très bien,,,Très bien,,,,,,,,Chef-d'oeuvre,Très mauvais,,,Très bien,,,Pas terrible,,,,,,,,Très bien,,Très bien,Très bien,,,,Très bien,,Pas mal,,,,,,,,Très bien,Pas mal,,,,Très bien,,,,Très bien,,,Très bien,,,,,,,Pas mal
265262,Très bien,Pas mal,,Pas mal,Pas terrible,,,,,Pas terrible,Très bien,,,,,,,,Très bien,Pas mal,,,Pas mal,Très bien,,,Très mauvais,,Pas mal,Très bien,,,,,Très bien,Pas mal,,,Très bien,,,Pas mal,,,,,,,Pas terrible,,,Pas mal,,,,,Très bien,,,,Très bien,,,,,,,Pas mal,,,,Pas mal,,,,Très bien,,,Très bien,,,Très mauvais,,,,
262764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218386,Pas mal,Pas mal,,Pas terrible,Pas terrible,,,Très mauvais,Pas terrible,Pas terrible,,,,,,,,,,,,Pas mal,Pas terrible,,Pas mal,,Très bien,,,,,,,,,Pas terrible,,,Très bien,,,Très bien,,,,,,,Pas mal,Pas terrible,,Pas mal,,Pas mal,,,Très bien,,,,,Pas mal,Pas terrible,,,,Pas terrible,Pas mal,,,,Pas terrible,Très bien,,,Pas mal,Très mauvais,,,,,,,,,Pas terrible
255741,,Très bien,,Pas terrible,,,,,Pas mal,Pas mal,,,,,,,,Très bien,Chef-d'oeuvre,Très bien,,,Pas terrible,,,,,,Pas mal,Pas mal,,,,,Chef-d'oeuvre,Pas terrible,,,,,,Très mauvais,,,,,,,Pas mal,,,Pas terrible,,,,,Très bien,,,,,,,,,,Très bien,Très bien,,,,Pas mal,,,,,,,Très bien,,,,,,,Pas terrible
209894,,Très mauvais,,,Pas terrible,,,Pas mal,,Très mauvais,Pas terrible,,,,,,,,,Pas mal,,,,,,,Très mauvais,,,,,,,,,,,,,,,,,,,,,Pas terrible,,,,,,,,,Très mauvais,,,,,,,,,,Très mauvais,,Très mauvais,,Très bien,,Pas mal,,,Pas mal,,,,,,,,,,
246532,Pas terrible,Pas mal,,Très bien,Pas mal,,,Très bien,,Très bien,,,,,Pas mal,,,Chef-d'oeuvre,,,,,Pas terrible,,,,,,Pas mal,Pas terrible,,,,,,Pas mal,,,Très mauvais,,,Très bien,,,,Très bien,,Très bien,Pas mal,,,,,,,,Très bien,,Très bien,,,,,,,,Très bien,,,,,Pas mal,Très bien,,,,Très mauvais,,Pas mal,,,,,Très bien,Chef-d'oeuvre,Chef-d'oeuvre
252519,,Pas mal,,Pas terrible,,,,Très bien,,,,,,,,,,,,,,,,,,,Pas mal,,,,,,,,,Pas mal,,,,,,,,,,Très bien,,,,,,,,,,,,,Très bien,,,Très bien,,,,,Très bien,,,,,Pas mal,,,,,Pas mal,,,,,,,Très bien,Très bien,Très bien
242449,Pas terrible,,,Pas terrible,Très mauvais,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,,,,,,,,,,,,,Très mauvais,,,,,,,,,Pas mal,,Très bien,,,,Pas mal,,Très mauvais,,,,Très mauvais,Pas terrible,,,Pas mal,,,,,Pas mal,,,Pas terrible,,,Pas mal,,,,
262272,,Très bien,,Très bien,Chef-d'oeuvre,,Chef-d'oeuvre,Très bien,Pas mal,Très bien,Très bien,,,,Très mauvais,,,,,,,,Très bien,,Chef-d'oeuvre,,Très bien,,Chef-d'oeuvre,Très bien,,,,,Très bien,Très bien,,,Très bien,,,Chef-d'oeuvre,,,,,,Très bien,,,,,Pas mal,,,,Chef-d'oeuvre,,,,Très bien,,,,,,Chef-d'oeuvre,Très bien,,,,Très bien,,,,Pas mal,Chef-d'oeuvre,,Pas mal,,,Très bien,,,,
223313,,Pas mal,,Pas mal,Très bien,,,,,Pas terrible,,,,,,,,,,Pas mal,,,,,,,Très mauvais,,,Très bien,,,,,,Pas terrible,,,,,,Très mauvais,,,,,,Pas terrible,Pas mal,,,,,,,,Très mauvais,,,,Pas mal,Très bien,,,,,Pas mal,Pas terrible,,,Très bien,Pas mal,,,,Pas mal,Très bien,,Pas mal,,,,,,,Très bien
261371,Très bien,Très bien,,Très bien,Très bien,,,,Chef-d'oeuvre,Pas mal,,,,,,,,,Très bien,,,,,Très bien,,,Très bien,,,,,,,,,Très bien,,,Très bien,,,Très bien,,,,,,,Très bien,Très bien,,,Très bien,,,,Chef-d'oeuvre,,,,,,,,,,Très bien,Très bien,,,,Pas mal,,,,,Très bien,,Chef-d'oeuvre,,,,,,,Très bien
185719,Pas mal,Pas mal,,Pas mal,Très mauvais,,,Très mauvais,Pas mal,Pas terrible,Très bien,,,,,,,Pas mal,,,,,,,,,Très mauvais,,,Très bien,,,,,Très bien,Pas mal,,,Chef-d'oeuvre,,,Très bien,,,,,,,,,,,,,,,Très mauvais,,,,Chef-d'oeuvre,,Très bien,,,,Pas terrible,Pas mal,,,Très bien,Pas terrible,,,,,Très mauvais,,Très bien,,,Très bien,,,,Pas mal
245899,Très bien,Très bien,,Très bien,Très bien,,Pas terrible,,Chef-d'oeuvre,Pas mal,Très bien,,,,Pas mal,,,Très bien,Chef-d'oeuvre,,,,Chef-d'oeuvre,Chef-d'oeuvre,,,Très bien,,Très bien,Pas mal,,,,,Chef-d'oeuvre,Très bien,,,Très bien,,,Chef-d'oeuvre,,,,,,Très bien,Très bien,Pas mal,,Très bien,,,Chef-d'oeuvre,,Chef-d'oeuvre,,Très bien,,,Très bien,Chef-d'oeuvre,,,,,Très bien,,,,Très bien,,,,Très bien,Pas terrible,,Chef-d'oeuvre,,Très bien,Très bien,,,,Très bien
251903,Chef-d'oeuvre,Très bien,,Très bien,Pas terrible,,Très bien,Très bien,Chef-d'oeuvre,Pas mal,Très bien,,,,,,,Très bien,,Très bien,,,Très bien,,,,Très bien,,Pas mal,Chef-d'oeuvre,,,,,,Très bien,,,Chef-d'oeuvre,,,Très bien,,,,,,Pas terrible,,Pas mal,,Très bien,,,,,Très bien,,,,,Très bien,Chef-d'oeuvre,,,,Pas terrible,Pas mal,,,,Très bien,,Très bien,,Très bien,Chef-d'oeuvre,,Très bien,,,Très bien,,,,
266895,,Très bien,,Très bien,Très mauvais,,Très bien,,,Pas mal,,,,,,,,,,,,,Très bien,,,,,,,Très bien,,,,,,Très bien,,,,,,Très bien,,,,,,Pas terrible,,,,,,,,,,,Pas terrible,,,,,,,,,,,,,Pas mal,,,,,Très bien,,,,,,,,,Pas mal
241255,Chef-d'oeuvre,Chef-d'oeuvre,,Très bien,Très mauvais,,Très mauvais,Très bien,Très bien,Très bien,,,,,Pas terrible,,,Très bien,Très bien,Chef-d'oeuvre,,,Très bien,Très bien,,,Très bien,Chef-d'oeuvre,Chef-d'oeuvre,Pas mal,,,,,Très bien,Très mauvais,,,Chef-d'oeuvre,,,Très bien,,,,,,Pas terrible,,Très bien,,Très bien,,,,,Chef-d'oeuvre,,Pas terrible,,,Très bien,,,,,Très bien,Chef-d'oeuvre,,,,Très bien,,Très bien,,Chef-d'oeuvre,Très mauvais,,Très bien,,,Très bien,,,Chef-d'oeuvre,
