identifiant,release,nationalite,date_sortie_dvd,date_sortie_bluray,date_sortie_vod,type_film,budget,langues,format_production,couleur,format_audio,format_projection,recompenses,num_visa,duration,genre1,genre2,genre3,director,press_rating,press_reviews,spectators_rating,spectators_reviews,L’Écran fantastique,Les Cahiers du cinéma,Cinemateaser,Les Inrocks,Mad Movies,Positif,Première,Télérama,Transfuge,À voir à lire,Bande à part,Critikat,Culturebox,Culturopoing,Ecran large,Filmsactu,Journal du geek,La Septième obsession,LCI,Les Fiches du cinéma,IGN France,20 minutes,Charlie Hebdo,CNews,Les Dernières Nouvelles d’Alsace,Les Echos,L’Humanité,La Croix,La Voix du nord,Le Dauphiné Libéré,Le Figaro,Le JDD,Le Monde,Le Parisien,Le Point,Libération,Marianne,Nouvel Obs,Ouest France,Sud-Ouest,Biba,Closer,Elle,Femme actuelle,GQ,Marie-Claire,Paris Match,Public,Rolling Stone,Télé 2 semaines,Télé 7 jours,Téléloisirs,Voici
171855,en salle,Grande-Bretagne,28/01/2019,-,22/04/2011,Long métrage,-,Anglais,-,Couleur,-,-,7 nominations,128018,2h 09min,Drame,,,Mike Leigh,"3,9",26,"3,3",1343,,,,,,Chef-d'oeuvre,Très bien,Chef-d'oeuvre,,,,,,,,,,,,,,,,,,,,Chef-d'oeuvre,,,,,Très bien,Chef-d'oeuvre,Chef-d'oeuvre,Très bien,Très bien,,,,,,Pas terrible,,,,Chef-d'oeuvre,,,,,,
145765,en salle,France,25/05/2011,-,01/02/2016,Long métrage,-,Français,35mm,Couleur,-,2.35 : 1 Cinemascope,3 nominations,119607,1h 45min,Comédie,,,Pierre Salvadori,"3,0",24,"2,8",1579,,,,,,Pas mal,Très mauvais,Pas mal,,,,,,,,,,,,,,,,,,,,Pas terrible,,,,,Très bien,Très bien,Très bien,Pas mal,,,Très bien,,,,Pas mal,,,,,,,,,,
134501,en salle,U.S.A.,-,-,01/01/2015,Long métrage,48 000 000 USD,Anglais,-,Couleur,-,-,,125394,1h 41min,Comédie,Famille,Fantastique,Michael Lembeck,"2,0",2,"2,1",668,,,,,,,Pas mal,,,,,,,,,,,,,,,,Très mauvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170626,en salle,,-,-,08/12/2010,Long métrage,7 700 000 EUR,"Anglais, Français",35mm,Couleur,-,-,,-,1h 37min,Comédie,Famille,Romance,Yann Samuell,"2,6",5,"2,2",1544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,Pas mal,,,,,,,,,,,,,,,,,,
185687,en salle,France,-,-,06/11/2011,Long métrage,-,Français,-,Couleur,-,-,1 prix et 3 nominations,125 911,1h 50min,Comédie dramatique,,,Mia Hansen-Løve,"3,9",20,"2,7",918,,,,,,Pas mal,Pas mal,Chef-d'oeuvre,,,,,,,,,,,,,,,,,,,,Très bien,,,,,Chef-d'oeuvre,Très bien,Très bien,Chef-d'oeuvre,Chef-d'oeuvre,,Très bien,,,,,,,,,,,,,,
182870,en salle,,-,30/11/2024,12/07/2020,Long métrage,-,"ARABIC, Danois, Anglais, Suédois",35mm,Couleur,Dolby Digital,2.35 : 1 Cinemascope,4 prix et 6 nominations,-,1h 53min,Drame,,,Susanne Bier,"2,9",21,"3,8",489,,,,,,Très mauvais,Très bien,Pas terrible,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Pas mal,Chef-d'oeuvre,Pas mal,,,,,,,,Pas mal,,,,Très bien,,,,,,
183163,en salle,France,04/10/2011,-,26/05/2011,Long métrage,-,Français,-,Couleur,-,-,2 nominations,124140,1h 24min,Drame,,,Jean-Charles Hue,"3,5",12,"2,8",244,,,,,,Pas mal,,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,Chef-d'oeuvre,,,Très bien,,,,,,,,,,,,,,,,,
180197,en salle,France,-,-,01/03/2020,Long métrage,-,"Anglais, Français",-,Couleur,-,-,2 nominations,118557,1h 40min,Drame,,,Brigitte Sy,"3,8",22,"3,2",144,,,,,,Très bien,Très bien,Très bien,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Très bien,Très bien,Très bien,Très bien,,,Très bien,,,,Très bien,,,,Pas mal,,,,,,
139611,en salle,U.S.A.,01/12/2024,24/08/2011,-,Long métrage,5 000 000 USD,Anglais,35mm,Couleur,Dolby Digital,1.85 : 1,,128103,1h 47min,Drame,Thriller,,Tony Goldwyn,"2,6",15,"3,7",902,,,,,,Pas mal,Très bien,Pas mal,,,,,,,,Pas terrible,,,,,,,Pas mal,,,,,Pas mal,,,,,Pas terrible,,,,,,,,,,,,,,,,,,,,
176303,en salle,France,07/12/2010,-,01/12/2024,Long métrage,-,Français,35mm,Couleur,-,-,,124506,1h 32min,Comédie,Famille,,Philippe Locquet,"2,5",11,"3,1",337,,,,,,Pas terrible,Pas mal,Pas terrible,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Pas terrible,,,Pas mal,,,Pas terrible,,,,,,,,,,,,,,
141502,en salle,U.S.A.,-,-,28/02/2017,Long métrage,40 000 000 USD,Anglais,-,Couleur,-,-,4 nominations,-,1h 41min,Action,Comédie,Romance,Andy Tennant,"2,1",10,"2,0",2301,,,,,,,,Très mauvais,,,,,,,,Très mauvais,,,,,,,,,,,,,,,,,Pas mal,,Pas terrible,Très bien,,,Pas terrible,,,,,,,,,,,,,,
144405,en salle,U.S.A.,18/12/2010,-,03/02/2021,Long métrage,50 000 000 USD,Anglais,-,Couleur,-,-,,126364,1h 27min,Comédie,Famille,,Tom Dey,"1,4",5,"2,3",534,,,,,,,Très mauvais,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183297,en salle,France,30/11/2024,-,22/01/2011,Long métrage,-,"Anglais, Français",-,Couleur,-,-,2 nominations,125939,1h 12min,Drame,,,Christophe Honoré,"2,0",15,"1,6",277,,,,,,Pas mal,Pas mal,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,Pas terrible,,Très mauvais,Très bien,,,,,,,,,,,,,,,,,
143638,en salle,,-,-,-,Long métrage,-,Français,-,Couleur,-,-,,123635,1h 41min,Drame,,,Gianni Amelio,"2,7",11,"3,1",149,,,,,,Pas mal,,Pas mal,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Pas terrible,,,,,,Pas mal,,,,,,,,,,,,,,
179738,en salle,U.S.A.,24/01/2012,-,07/01/2012,Long métrage,80 000 USD,Anglais,-,Couleur,-,1.85 : 1,3 nominations,130681,1h 27min,Drame,,,Matthew Porterfield,"3,7",11,"2,3",82,,,,,,Pas mal,Très bien,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,,,Chef-d'oeuvre,,,,,,,,,,,,,,,,,
128703,en salle,,12/09/2016,12/09/2016,17/08/2011,Long métrage,-,Français,-,Couleur,-,-,1 prix et 2 nominations,124896,1h 45min,Drame,,,Thierry Klifa,"3,0",20,"3,0",850,,,,,,,Pas mal,Très bien,,,,,,,,Pas mal,,,,,,,,,,,,Pas mal,,,,,Pas mal,Pas mal,Très bien,Pas mal,,,Pas mal,,,,Pas mal,,,,,,,,,,
142320,en salle,Suède,-,-,29/04/2011,Long métrage,-,Suédois,-,Couleur,-,-,1 prix et 6 nominations,120810,1h 42min,Policier,Musical,,Ola Simonsson,"2,9",16,"3,9",793,,,,,,Très bien,Pas terrible,Pas mal,,,,,,,,,,,,,,,,,,,,Pas terrible,,,,,Pas mal,,,Pas mal,,,,,,,Très bien,,,,,,,,,,
189955,en salle,,-,-,-,Long métrage,-,"Français, Lingala",-,Couleur,-,-,1 prix et 3 nominations,124452,1h 38min,Drame,,,Djo Tunda Wa Munga,"3,3",15,"2,8",241,,,,,,Très bien,Pas mal,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,Très bien,,Très bien,,,,,,,,,,,Pas mal,,,,,,
145107,en salle,U.S.A.,-,-,01/11/2019,Long métrage,32 000 000 USD,Anglais,-,Couleur,-,-,,127261,1h 41min,Comédie,Romance,,Nanette Burstein,"3,3",14,"3,0",1737,,,,,,Très bien,Pas mal,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,Pas terrible,,,,,,,,,,Pas mal,,,,,,,,,,
177540,en salle,Allemagne,-,01/12/2024,07/12/2011,Long métrage,-,"Allemand, Turc",-,Couleur,-,-,5 prix et 5 nominations,-,1h 59min,Drame,,,Feo Aladag,"3,7",18,"4,1",639,,,,,,Très bien,Chef-d'oeuvre,Très bien,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Pas terrible,Pas mal,Chef-d'oeuvre,Pas mal,,,Très bien,,,,,,,,,,,,,,
194636,en salle,Japon,05/10/2021,-,25/08/2021,Long métrage,-,Japonais,-,Couleur,-,-,,155031,1h 36min,Comédie,,,Kôji Fukada,"3,9",12,"3,4",438,,,,,,Chef-d'oeuvre,Pas mal,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,Très bien,,Très bien,,,,,,,,,,,,,,,,,
147125,en salle,,24/10/2012,24/10/2012,23/03/2012,Long métrage,9 500 000 USD,"Norvégien, Suédois",-,Couleur,-,-,3 nominations,123656,1h 55min,Drame,,,Marius Holst,"3,6",11,"4,0",596,,,,,,Pas mal,Chef-d'oeuvre,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,,,,,,Pas mal,,,,,,,,,,,,,,
173391,en salle,France,-,-,-,Long métrage,-,Français,-,Couleur,-,-,7 nominations,117126,1h 30min,Drame,,,Isabelle Czajka,"3,3",16,"2,8",557,,,,,,Pas terrible,Très bien,Pas mal,,,,,,,,,,,,,,,,,,,,Pas terrible,,,,,Pas terrible,Chef-d'oeuvre,Très bien,Très bien,,,,,,,,,,,,,,,,,
178829,en salle,France,-,-,03/09/2011,Long métrage,-,Français,-,Couleur,-,-,3 nominations,105 756,1h 20min,Comédie,,,N/A,"2,0",1,"2,0",1332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42753,en salle,U.S.A.,04/12/2010,04/12/2010,04/07/2013,Long métrage,85 000 000 USD,Anglais,-,Couleur,-,-,,127021,1h 25min,Action,Comédie,,Brad Peyton,"2,3",3,"2,3",629,,,,,,,,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171756,en salle,France,-,-,02/10/2024,Long métrage,-,Français,35mm,Couleur,Dolby Digital,-,2 nominations,91877,1h 37min,Comédie,Drame,,Jacques Richard (II),"2,1",10,"2,8",35,,,,,,Pas terrible,Pas terrible,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,Pas terrible,,,,,,,,,,,,,,,,,,,,
184026,en salle,Italie,-,-,07/01/2012,Long métrage,7 000 000 EUR,Italien,-,Couleur,-,-,3 prix et 3 nominations,125516,1h 51min,Biopic,Policier,Drame,Michele Placido,"2,4",18,"3,1",518,,,,,,Pas terrible,Pas terrible,Pas terrible,,,,,,,,Pas mal,,,,,,,,,,,,,,,,,Pas terrible,Très bien,Pas terrible,,,,,,,,Très bien,,,,,,,,,,
140436,en salle,France,-,-,01/12/2024,Long métrage,-,Français,35mm,Couleur,"Dolby Digital, DTS",1.85 : 1,1 prix et 3 nominations,111804,1h 47min,Comédie dramatique,,,Marc Fitoussi,"4,0",21,"3,4",1119,,,,,,Très bien,Très bien,Très bien,,,,,,,,,,,,,,,,,,,,Très bien,,,,,Très bien,Très bien,Très bien,Très bien,Très bien,,Très bien,,,,,,,,Pas mal,,,,,,
112167,en salle,,26/10/2010,-,04/04/2018,Long métrage,-,"Anglais, Français",35mm,Couleur,-,1.85 : 1,,120515,1h 46min,Drame,Thriller,,Jean-Paul Salomé,"2,7",23,"2,3",503,,,,,,Pas terrible,Pas mal,Pas terrible,,,,,,,,Pas mal,,,,,,,,,,,,Pas mal,,,,,Pas mal,Pas mal,Pas terrible,Pas mal,,,Pas mal,,,,Très bien,,,,Pas mal,,,,,,
179258,en salle,France,22/05/2012,-,15/11/2012,Long métrage,300 000 EUR,Français,-,Couleur,-,-,,126042,1h 45min,Drame,Thriller,,Cheyenne Carron,"2,4",9,"3,4",34,,,,,,,Très mauvais,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,Pas terrible,,,,,,,,,,,,,,Pas mal,,,,,,
169916,en salle,,-,-,07/02/2012,Long métrage,-,Anglais,-,Couleur,-,-,2 prix et 3 nominations,130864,2h 14min,Comédie dramatique,,,Richard J. Lewis,"2,9",15,"3,5",317,,,,,,Pas terrible,Pas terrible,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,Très bien,,,,,,,,,,,,Très bien,,,,,,
180515,en salle,France,06/01/2014,17/01/2012,15/11/2011,Long métrage,3 700 000 EUR,Français,-,Couleur et N&B,-,-,,121279,1h 30min,Drame,Fantastique,Epouvante-horreur,Pascal Sid,"2,5",13,"1,7",403,,,,,Très mauvais,,Pas terrible,Pas terrible,,,,,,,,Très bien,,,,,,,,,,,,,,,,,Pas terrible,,,,,,,,,,Très bien,,,,,,,,,,
190793,en salle,France,16/10/2012,-,07/04/2012,Long métrage,-,Français,-,Couleur,-,-,1 prix et 3 nominations,127077,1h 21min,Drame,,,Laurent Achard,"2,8",22,"1,9",174,,,,,Pas terrible,Pas terrible,Très bien,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,Très mauvais,Pas mal,Très bien,,,Très mauvais,,,,Pas terrible,,,,Pas mal,,,,,,
184003,en salle,Grèce,-,-,21/01/2012,Long métrage,-,Grec,-,Couleur,-,-,2 prix et 7 nominations,130753,1h 38min,Drame,,,Athina Rachel Tsangari,"3,0",16,"3,0",109,,,,,,Pas terrible,Pas terrible,Très bien,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Pas mal,,,Très bien,,,,,,,Pas mal,,,,,,,,,,
184451,en salle,France,22/05/2017,-,15/12/2014,Long métrage,-,Français,-,Couleur,-,-,3 nominations,123446,1h 27min,Comédie,,,N/A,"3,2",23,"2,6",1078,,,,,,Pas terrible,Pas mal,Pas terrible,,,,,,,,,,,,,,,Très bien,,,,,Pas mal,,,,,Très bien,Pas mal,Très bien,,Très bien,,,,,,,,,,Très bien,,,,,,
177036,en salle,,-,-,22/01/2024,Long métrage,3 167 000,"ARABIC, Anglais, Polonais",35mm,Couleur,Dolby Digital,1.85 : 1,2 prix et 2 nominations,129400,1h 23min,Thriller,Guerre,,Jerzy Skolimowski,"3,8",25,"2,7",873,,,,,Pas mal,Chef-d'oeuvre,Très mauvais,Chef-d'oeuvre,,,,,,,,Pas terrible,,,,,,,Pas mal,,,,,Très bien,,,,,Chef-d'oeuvre,,,Chef-d'oeuvre,Très bien,,,,,,,,,,Pas mal,,,,,,
175987,en salle,Allemagne,30/11/2024,03/05/2011,01/10/2021,Long métrage,6 500 000 EUR,Allemand,-,Couleur,-,-,2 nominations,128175,1h 45min,Drame,Fantastique,Epouvante-horreur,Dennis Gansel,"2,4",9,"3,0",792,,,,,Pas mal,,Pas terrible,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134278,en salle,France,-,-,05/04/2011,Long métrage,-,"Français, Allemand",35mm,Couleur,Dolby SRD,2.35 : 1 Cinemascope,,112328,1h 43min,Fantastique,Thriller,,Fouad Benhammou,"1,7",12,"1,6",419,,,,,Très mauvais,Très mauvais,Pas terrible,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179451,en salle,France,01/12/2024,-,25/02/2011,Long métrage,-,Français,-,Couleur,-,-,,120 543,1h 25min,Drame,Romance,,Franck Phelizon,"2,3",8,"1,8",40,,,,,,Pas terrible,Pas terrible,,,,,,,,,,,,,,,,,,,,,Pas terrible,,,,,Très mauvais,Très bien,,,,,,,,,,,,,,,,,,,
142736,en salle,,-,-,01/10/2021,Long métrage,35 000 000 USD,Anglais,-,Couleur,-,-,,-,1h 42min,Romance,Thriller,,William Monahan,"2,3",19,"2,5",2220,,,,,,Pas terrible,Pas mal,Pas terrible,,,,,,,,Pas terrible,,,,,,,Très mauvais,,,,,,,,,,Pas terrible,Pas terrible,Pas terrible,Très bien,,,Pas mal,,,,,,,,Pas mal,,,,,,
179621,en salle,,-,-,-,Long métrage,-,Espagnol,-,Couleur,-,-,2 nominations,125918,1h 22min,Epouvante-horreur,Thriller,,Miguel Ángel Vivas,"2,5",13,"3,0",159,,,,,,,Très bien,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,,Très bien,,,,,,,,,,,,,,
138093,en salle,France,-,-,01/12/2016,Long métrage,13 000 000 EUR,Français,-,Couleur,-,-,,122207,1h 24min,Aventure,Historique,,Jacques Malaterre,"2,4",17,"2,3",543,,,,,,,Pas terrible,Pas terrible,,,,,,,,,,,,,,,,,,,,Très mauvais,,,,,Pas terrible,Très bien,Très bien,,,,Pas mal,,,,,,,,,,,,,,
147468,en salle,Japon,01/12/2024,-,18/09/2023,Long métrage,-,Japonais,-,Couleur,-,-,2 nominations,-,2h 13min,Drame,Romance,,Tran Anh Hung,"3,4",23,"2,7",466,,,,,,Pas mal,Pas mal,Pas mal,,,,,,,,Très bien,,,,,,,,,,,,Pas mal,,,,,Pas mal,,Très bien,Pas mal,,,,,,,Très bien,,,,Pas mal,,,,,,
145376,en salle,U.S.A.,-,-,01/08/2018,Long métrage,-,Anglais,35mm,Couleur,Dolby,2.35 : 1 Cinemascope,,-,1h 40min,Comédie,Romance,,Sanaa Hamri,"2,5",2,"3,2",290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136381,en salle,U.S.A.,-,-,28/05/2010,Long métrage,-,Anglais,-,Couleur,-,-,4 nominations,126013,1h 45min,Comédie dramatique,,,Noah Baumbach,"3,6",22,"2,1",1066,,,,,,Pas terrible,Pas mal,Très bien,,,,,,,,Très bien,,,,,,,,,,,,,,,,,Très bien,Très bien,Très bien,Très bien,,,Pas terrible,,,,Très bien,,,,Pas mal,,,,,,
143429,en salle,U.S.A.,-,-,29/09/2016,Long métrage,-,Anglais,-,Couleur,-,-,,-,1h 43min,Comédie dramatique,Famille,,Elizabeth Allen Rosenbaum,"2,0",2,"3,5",363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178251,en salle,,10/05/2017,-,01/01/2022,Long métrage,-,"Anglais, Français, Russe",-,Couleur,-,-,3 prix et 8 nominations,-,1h 35min,Drame,,,Olivier Masset-Depasse,"3,6",18,"3,7",302,,,,,,,Très bien,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,Chef-d'oeuvre,Pas terrible,Très bien,,,Très bien,,,,Très bien,,,,Très bien,,,,,,
130152,en salle,France,01/06/2011,-,26/05/2011,Long métrage,-,Français,35mm,Couleur,DTS,1.85 : 1,2 nominations,112291,1h 32min,Comédie,,,Thierry Jousse,"3,0",23,"1,7",219,,,,,,Très bien,Très bien,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,Pas mal,Très bien,Chef-d'oeuvre,Très bien,,Pas mal,,,,,,,,Pas mal,,,,,,
141576,en salle,,-,-,10/03/2011,Long métrage,-,Anglais,-,Couleur,-,-,,-,1h 50min,Drame,,,Jake Scott,"2,9",20,"3,8",1305,,,,,,Très mauvais,Très bien,Pas mal,,,,,,,,,,,,,,,,,,,,Très bien,,,,,Pas terrible,,Très bien,,,,,,,,Pas mal,,,,,,,,,,
177812,en salle,,-,-,01/11/2017,Long métrage,-,Danois,-,Couleur,-,-,2 nominations,127125,1h 50min,Drame,,,Thomas Vinterberg,"2,9",17,"3,9",336,,,,,,Très bien,Pas terrible,Pas mal,,,,,,,,Très bien,,,,,,,,,,,,Très bien,,,,,Pas terrible,,Très bien,,Très bien,,Très mauvais,,,,Très bien,,,,,,,,,,
188254,en salle,France,-,-,-,Long métrage,-,Français,-,Couleur,-,-,,124 410,1h 29min,Comédie,,,Anne Giafferi,"2,8",13,"3,0",470,,,,,,,Pas terrible,Pas mal,,,,,,,,,,,,,,,,,,,,Pas terrible,,,,,Pas mal,,Très bien,,,,Pas mal,,,,,,,,,,,,,,
176013,en salle,France,-,-,25/03/2016,Long métrage,-,Français,-,Couleur,-,-,,125426,1h 30min,Comédie,Policier,,Guillaume Nicloux,"2,4",18,"1,9",430,,,,,,Très mauvais,Très mauvais,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,Pas terrible,Très bien,,Pas mal,,,Pas terrible,,,,,,,,Pas mal,,,,,,
183281,en salle,Belgique,03/04/2012,-,25/04/2023,Long métrage,-,Français,35mm,Couleur,-,1.85 : 1,,127265,1h 32min,Comédie,Fantastique,,Vincent Lannoo,"2,6",14,"2,5",187,,,,,Pas mal,,Très mauvais,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,,Pas mal,,,,,,,,,,,Très bien,,,,,,
131855,en salle,France,21/08/2012,-,21/08/2012,Long métrage,-,Français,35mm,Couleur,-,1.85 : 1,1 prix et 2 nominations,118814,1h 17min,Drame,,,Jean-Baptiste Leonetti,"2,7",12,"2,3",154,,,,,Très mauvais,,Très bien,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,Pas terrible,,Pas mal,,,,,,,,,,,,,,,,,,
183763,en salle,,-,-,-,Long métrage,-,Catalan,-,Couleur,-,-,10 prix et 9 nominations,130342,1h 48min,Drame,Judiciaire,,Agustí Villaronga,"3,3",16,"3,2",151,,,,,,Pas mal,Très bien,Pas terrible,,,,,,,,,,,,,,,,,,,,Très bien,,,,,Très bien,Pas mal,Très bien,Pas mal,,,,,,,,,,,,,,,,,
135391,en salle,U.S.A.,05/10/2012,22/02/2011,02/10/2024,Long métrage,20 000 000 USD,Anglais,35mm,Couleur,Dolby Digital,1.85 : 1,,-,1h 28min,Animation,Comédie,Famille,Anthony Bell,"1,8",10,"2,5",486,,,,,,,Très mauvais,Pas terrible,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Très mauvais,,,,,,,,,,,,,,,,,,,,
175612,en salle,France,06/03/2012,-,-,Long métrage,2 000 000 EUR,Français,35mm,Couleur,"Dolby Digital, Stéréo",1.85 : 1,,118 467,1h 26min,Drame,Historique,,Romain Cogitore,"2,5",13,"3,4",68,,,,,,Pas mal,Pas terrible,,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Pas terrible,Pas terrible,,Pas terrible,,,Pas terrible,,,,,,,,,,,,,,
177769,en salle,France,-,-,27/08/2011,Long métrage,-,Français,35mm,Couleur,"Dolby SR, Dolby SRD",2.35 : 1 Cinemascope,,125 404,1h 32min,Policier,,,José Alcala,"3,0",21,"2,2",482,,,,,,Très bien,Très bien,Pas mal,,,,,,,,Très mauvais,,,,,,,,,,,,Pas mal,,,,,Pas mal,Très bien,Pas mal,Chef-d'oeuvre,,,,,,,,,,,,,,,,,
180384,en salle,,-,-,25/07/2018,Long métrage,-,Italien,-,Couleur,-,-,1 prix et 2 nominations,126873,1h 28min,Drame,,,Michelangelo Frammartino,"3,9",17,"2,8",126,,,,,,Très bien,Pas mal,Pas mal,,,,,,,,,,,,,,,,,,,,Très bien,,,,,Chef-d'oeuvre,,,Pas terrible,,,,,,,,,,,Chef-d'oeuvre,,,,,,
182713,en salle,France,-,-,13/08/2011,Long métrage,-,Français,-,Couleur,-,-,1 prix et 2 nominations,126512,1h 20min,Comédie dramatique,,,Saphia Azzeddine,"2,6",19,"2,4",1121,,,,,,Pas terrible,Pas mal,Pas terrible,,,,,,,,Très bien,,,,,,,,,,,,,,,,,Pas terrible,Très bien,Pas terrible,,,,Pas mal,,,,,,,,Très bien,,,,,,
183694,en salle,France,30/11/2024,-,04/05/2012,Long métrage,-,Français,-,Couleur,-,-,,122072,1h 39min,Comédie,,,Martin Valente,"2,5",6,"2,1",659,,,,,,,,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,,,,,Pas terrible,,,,,,,,,,,,,,
140498,en salle,France,-,-,04/12/2010,Long métrage,-,"Anglais, Français, Italien",-,Couleur,-,-,2 prix et 10 nominations,119 474,1h 32min,Drame,,,Katell Quillévéré,"3,5",19,"2,3",400,,,,,,,Pas terrible,Très bien,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Très bien,Très bien,Très bien,Très bien,,,Pas mal,,,,Chef-d'oeuvre,,,,,,,,,,
186885,en salle,Danemark,-,30/11/2024,01/02/2016,Long métrage,4 755 000,"ARABIC, Danois",-,Couleur,-,-,2 nominations,138713,1h 40min,Drame,,,Tobias Lindholm,"3,5",20,"3,9",383,,,,,,Pas mal,Pas mal,Pas mal,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Pas mal,Très bien,,Pas mal,,,Très bien,,,,,,,,Très bien,,,,,,
180728,en salle,Allemagne,-,-,09/02/2012,Long métrage,2 300 000 EUR,Allemand,-,Couleur,-,-,# prix,-,1h 58min,Drame,Thriller,,Baran bo Odar,"2,9",16,"3,3",94,,,,,,,Très bien,Pas mal,,,,,,,,Pas mal,,,,,,,,,,,,Pas mal,,,,,Pas mal,Très bien,,Pas mal,,,,,,,,,,,Pas mal,,,,,,
115734,en salle,,06/07/2011,-,16/07/2017,Long métrage,-,Anglais,35mm,Couleur,-,-,,127104,1h 25min,Aventure,Comédie,,Debs Gardner-Paterson,"2,7",18,"3,5",206,,,,,,Pas terrible,Très mauvais,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,Très mauvais,,Pas mal,Très bien,,,Pas mal,,,,,,,,,,,,,,
138822,en salle,France,-,-,21/07/2019,Long métrage,-,Français,35mm,Couleur,-,-,1 prix et 2 nominations,121406,1h 30min,Comédie,,,Benoît Pétré,"2,5",15,"2,4",575,,,,,,,Pas terrible,Pas terrible,,,,,,,,Pas mal,,,,,,,,,,,,Très mauvais,,,,,Très mauvais,Pas mal,,,,,Pas mal,,,,,,,,,,,,,,
180724,en salle,France,-,-,30/11/2024,Long métrage,3 500 000 EUR,Français,35mm,Couleur,Dolby SRD,1.85 : 1,3 nominations,124 556,2h 00min,Drame,,,René Féret,"3,4",15,"2,3",149,,,,,,Pas mal,Pas mal,Pas mal,,,,,,,,,,,,,,,,,,,,Très bien,,,,,Très bien,,Très bien,Très bien,,,Pas mal,,,,,,,,,,,,,,
148352,en salle,U.S.A.,30/11/2024,30/11/2024,29/01/2017,Long métrage,4 000 000 USD,Anglais,-,Couleur,-,-,4 prix et 21 nominations,-,1h 44min,Comédie dramatique,,,Lisa Cholodenko,"3,0",20,"3,1",1407,,,,,,Très bien,Pas mal,Pas mal,,,,,,,,Très bien,,,,,,,,,,,,,,,,,Pas terrible,,Très bien,Très bien,,,Pas mal,,,,Pas mal,,,,,,,,,,
144180,en salle,U.S.A.,-,-,11/02/2013,Long métrage,37 000 000 USD,Anglais,-,Couleur,-,-,,-,1h 40min,Action,Comédie,Policier,Kevin Smith,"1,7",10,"1,7",1978,,,,,,,Pas terrible,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,,Très mauvais,Très mauvais,,,,,Pas terrible,,,,,,,,,,,,,,
180363,en salle,,-,-,06/08/2011,Long métrage,-,"Italien, Roumain",-,Couleur,-,-,1 prix et 2 nominations,-,1h 38min,Drame,,,Daniele Luchetti,"3,0",20,"2,9",316,,,,,,Pas mal,Pas mal,Pas terrible,,,,,,,,Pas mal,,,,,,,,,,,,Pas mal,,,,,Très bien,Pas mal,,,,,,,,,Pas mal,,,,Pas terrible,,,,,,
